Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
329,22604,Tylan Wallace,BAL,8,22,WR,WR140,null,null,null,null,null,275
330,21721,Devin Duvernay,BAL,8,24,WR,WR141,null,null,null,null,null,276
331,19065,Jeremy McNichols,TEN,null,26,RB,RB90,null,null,null,null,null,277
332,20817,Jalen Hurd,SF,null,26,WR,WR142,278,278,278,278,278,278
333,21797,La'Mical Perine,NYJ,6,24,RB,RB91,null,null,null,null,null,279
334,20835,KeeSean Johnson,PHI,6,25,WR,WR143,null,null,null,null,null,280
335,22647,Chris Evans,CIN,10,24,RB,RB92,null,null,null,null,null,281
336,18088,Alex Collins,SEA,null,27,RB,RB93,282,282,282,282,282,282
337,19626,Dare Ogunbowale,JAX,10,27,RB,RB94,null,null,null,null,null,283
338,20820,Andy Isabella,ARI,12,25,WR,WR144,null,null,null,null,null,284
339,16041,Jimmy Garoppolo,SF,6,30,QB,QB35,null,null,null,null,null,285
340,19361,Marcus Kemp,KC,null,26,WR,WR145,286,286,286,286,286,286
341,21714,K.J. Osborn,MIN,7,24,WR,WR146,null,null,null,null,null,287
342,20793,Penny Hart,SEA,9,25,WR,WR147,null,null,null,null,null,288
343,22505,Davis Mills,HOU,10,23,QB,QB36,null,null,null,null,null,289
344,22620,Mike Strachan,IND,14,24,WR,WR148,null,null,null,null,null,290
345,18361,Chester Rogers,TEN,null,28,WR,WR149,291,291,291,291,291,291
346,21731,John Hightower,PHI,14,25,WR,WR150,null,null,null,null,null,292
347,20859,Drew Lock,DEN,9,25,QB,QB37,null,null,null,null,null,293
348,20372,Cameron Batson,TEN,null,26,WR,WR151,294,294,294,294,294,294
349,12841,Andy Dalton,CHI,6,34,QB,QB38,null,null,null,null,null,295
350,22595,Ihmir Smith-Marsette,MIN,7,22,WR,WR152,null,null,null,null,null,296
351,19979,Jordan Wilkins,IND,13,27,RB,RB95,null,null,null,null,null,297
352,18103,Jakeem Grant Sr.,MIA,13,29,WR,WR153,null,null,null,null,null,298
353,19296,Anthony Firkser,TEN,6,27,TE,TE20,null,null,null,null,null,299
354,21400,Steven Sims,PIT,7,25,WR,WR154,null,null,null,null,null,300
355,20081,Trent Sherfield,SF,14,26,WR,WR155,null,null,null,null,null,301
356,20816,Lil'Jordan Humphrey,NO,6,24,WR,WR156,null,null,null,null,null,302
357,17963,Austin Hooper,CLE,13,27,TE,TE21,null,null,null,null,null,303
358,20398,Equanimeous St. Brown,GB,10,25,WR,WR157,null,null,null,null,null,304
359,19824,Kalen Ballage,PIT,null,26,RB,RB96,305,305,305,305,305,305
360,18067,Jordan Howard,PHI,null,27,RB,RB97,306,306,306,306,306,306
361,21765,JaMycal Hasty,SF,6,25,RB,RB98,null,null,null,null,null,307
362,21772,Cole Kmet,CHI,10,23,TE,TE22,null,null,null,null,null,308
363,22596,Jaelon Darden,TB,9,23,WR,WR158,null,null,null,null,null,309
364,14856,Zach Ertz,PHI,12,31,TE,TE23,null,null,null,null,null,310
365,19080,Noah Brown,DAL,null,26,WR,WR159,311,311,311,311,311,311
366,19854,Dante Pettis,NYG,null,26,WR,WR160,312,312,312,312,312,312
367,19996,Jaylen Samuels,PIT,12,25,RB,RB99,null,null,null,null,null,313
368,17289,Jake Kumerow,BUF,null,30,WR,WR161,314,314,314,314,314,314
369,11565,Andre Roberts,HOU,null,34,WR,WR162,315,315,315,315,315,315
370,13741,Brandon Bolden,NE,8,32,RB,RB100,null,null,null,null,null,316
371,17914,Laquon Treadwell,JAX,7,26,WR,WR163,null,null,null,null,null,317
372,22563,Khalil Herbert,CHI,10,24,RB,RB101,null,null,null,null,null,318
373,19457,Blake Jarwin,DAL,null,27,TE,TE24,319,319,319,319,319,319
374,16451,Eric Ebron,PIT,null,29,TE,TE25,320,320,320,320,320,320
375,22533,Demetric Felton,CLE,13,23,RB,RB102,null,null,null,null,null,321
376,22672,Gary Brightwell,NYG,10,23,RB,RB103,null,null,null,null,null,322
377,23052,Nate McCrary,DEN,8,23,RB,RB104,null,null,null,null,null,323
378,21786,Adam Trautman,NO,6,25,TE,TE26,null,null,null,null,null,324
379,16838,Duke Johnson,JAX,7,28,RB,RB105,null,null,null,null,null,325
380,20224,Christian Blake,ATL,6,25,WR,WR164,null,null,null,null,null,326
381,22594,Frank Darby,ATL,6,24,WR,WR165,null,null,null,null,null,327
382,19098,Isaiah Ford,MIA,null,26,WR,WR166,328,328,328,328,328,328
383,20850,Dawson Knox,BUF,7,25,TE,TE27,null,null,null,null,null,329
384,19843,Hayden Hurst,ATL,10,28,TE,TE28,null,null,null,null,null,330
385,18375,Peyton Barber,LV,null,28,RB,RB106,331,331,331,331,331,331
386,21368,Trinity Benson,DET,9,25,WR,WR167,null,null,null,null,null,332
387,18901,O.J. Howard,TB,7,27,TE,TE29,null,null,null,null,null,333
388,21788,Ke'Shawn Vaughn,TB,9,24,RB,RB107,null,null,null,null,null,334
389,19988,Tyler Conklin,MIN,6,26,TE,TE30,null,null,null,null,null,335
390,18652,C.J. Ham,MIN,7,28,FB,RB108,null,null,null,null,null,336
391,19922,Justin Watson,TB,12,27,WR,WR168,null,null,null,null,null,337
392,19599,Trey Edmunds,PIT,7,27,RB,RB109,null,null,null,null,null,338
393,21734,Nick Westbrook-Ikhine,TEN,13,25,WR,WR169,null,null,null,null,null,339
394,19947,Chris Herndon,MIN,null,26,TE,TE31,340,340,340,340,340,340
395,19903,Jordan Akins,HOU,10,30,TE,TE32,null,null,null,null,null,341
396,18445,Mike Thomas,CIN,10,27,WR,WR170,null,null,null,null,null,342
397,11488,Jimmy Graham,CHI,null,35,TE,TE33,343,343,343,343,343,343
398,20810,Travis Homer,SEA,9,23,RB,RB110,null,null,null,null,null,344
399,20038,Braxton Berrios,NYJ,6,26,WR,WR171,null,null,null,null,null,345
400,22590,Ben Skowronek,LAR,11,24,WR,WR172,null,null,null,null,null,346
401,19659,Dan Arnold,CAR,7,27,TE,TE34,null,null,null,null,null,347
402,19920,Dalton Schultz,DAL,7,25,TE,TE35,null,null,null,null,null,348
403,21841,Jordan Love,GB,13,23,QB,QB39,null,null,null,null,null,349
404,18058,Tajaé Sharpe,ATL,null,27,WR,WR173,350,350,350,350,350,350
405,18900,Mo Alie-Cox,IND,14,28,TE,TE36,null,null,null,null,null,351
406,21078,Jeff Smith,NYJ,6,25,WR,WR174,null,null,null,null,null,352
407,20069,Ryan Izzo,NYG,null,26,TE,TE37,353,353,353,353,353,353
408,19209,Patrick Ricard,BAL,8,27,FB,RB111,null,null,null,null,null,354
409,16855,Ty Montgomery,NO,14,29,WR,WR175,null,null,null,null,null,355
410,15602,Jack Doyle,IND,null,31,TE,TE38,356,356,356,356,356,356
411,16917,C.J. Uzomah,CIN,6,29,TE,TE39,null,null,null,null,null,357
412,21593,D'Ernest Johnson,CLE,13,26,RB,RB112,null,null,null,null,null,358
413,16378,Keith Smith,ATL,6,30,FB,RB113,null,null,null,null,null,359
414,21601,Gunner Olszewski,NE,7,25,WR,WR176,null,null,null,null,null,360
415,19961,Ray-Ray McCloud,PIT,6,25,WR,WR177,null,null,null,null,null,361
416,16846,Tyler Kroft,NYJ,null,29,TE,TE40,362,362,362,362,362,362
417,20880,Gardner Minshew,PHI,14,25,QB,QB40,null,null,null,null,null,363
418,18876,David Njoku,CLE,13,25,TE,TE41,null,null,null,null,null,364
419,20819,Alec Ingold,LV,14,25,FB,RB114,null,null,null,null,null,365
420,21794,Albert Okwuegbunam,DEN,11,24,TE,TE42,null,null,null,null,null,366
421,17179,Taylor Heinicke,WAS,9,29,QB,QB41,null,null,null,null,null,367
422,20979,Antoine Wesley,ARI,12,24,WR,WR178,null,null,null,null,null,368
423,21820,Jacob Eason,IND,9,24,QB,QB42,null,null,null,null,null,369
424,22615,Kawaan Baker,NO,6,23,WR,WR179,null,null,null,null,null,370
425,19950,Will Dissly,SEA,9,25,TE,TE43,null,null,null,null,null,371
426,18197,Alex Erickson,CAR,null,29,WR,WR180,372,372,372,372,372,372
427,22645,Simi Fehoko,DAL,7,24,WR,WR181,null,null,null,null,null,373
428,22612,Tre Nixon,NE,14,24,WR,WR182,null,null,null,null,null,374
429,13275,Kyle Rudolph,NYG,null,32,TE,TE44,375,375,375,375,375,375
430,20905,Donald Parham Jr.,LAC,7,24,TE,TE45,null,null,null,null,null,376
431,22568,Cornell Powell,KC,12,24,WR,WR183,null,null,null,null,null,377
432,22573,Dazz Newsome,CHI,10,22,WR,WR184,null,null,null,null,null,378
433,16763,Marcus Mariota,LV,6,28,QB,QB43,null,null,null,null,null,379
434,21783,Harrison Bryant,CLE,13,24,TE,TE46,null,null,null,null,null,380
435,16593,Cameron Brate,TB,9,30,TE,TE47,null,null,null,null,null,381
436,22635,Jalen Camp,HOU,10,23,WR,WR185,null,null,null,null,null,382
437,19548,Corey Clement,DAL,null,27,RB,RB115,383,383,383,383,383,383
438,16815,Ameer Abdullah,MIN,8,28,RB,RB116,null,null,null,null,null,384
439,23080,Quinn Nordin,NE,14,23,K,K16,null,null,null,null,null,385
440,19981,Daurice Fountain,KC,null,26,WR,WR186,386,386,386,386,386,386
441,20679,KhaDarel Hodge,DET,6,27,WR,WR187,null,null,null,null,null,387
442,20717,Tristan Vizcaino,LAC,null,25,K,K17,null,null,null,null,null,388
443,21310,Khari Blasingame,TEN,10,25,RB,RB117,null,null,null,null,null,389
444,16191,Chris Boswell,PIT,7,31,K,K18,null,null,null,null,null,390
445,21542,Chase McLaughlin,CLE,13,26,K,K19,null,null,null,null,null,391
446,22622,Racey McMath,TEN,13,22,WR,WR188,null,null,null,null,null,392
447,14867,Dustin Hopkins,WAS,null,31,K,K20,393,393,393,393,393,393
448,16301,Cairo Santos,CHI,10,30,K,K21,null,null,null,null,null,394
449,20722,Diontae Spencer,DEN,null,30,WR,WR189,null,null,null,null,null,395
450,17139,Josh Lambo,JAX,null,31,K,K22,396,396,396,396,396,396
451,10333,Graham Gano,NYG,10,35,K,K23,null,null,null,null,null,397
452,20742,J.J. Arcega-Whiteside,PHI,14,25,WR,WR190,null,null,null,null,null,398
453,21742,Antonio Gandy-Golden,WAS,9,24,WR,WR191,null,null,null,null,null,399
454,21717,Jauan Jennings,SF,6,24,WR,WR192,null,null,null,null,null,400
455,20325,Greg Joseph,MIN,7,27,K,K24,null,null,null,null,null,401
456,21773,Eno Benjamin,ARI,12,23,RB,RB118,null,null,null,null,null,402
457,22506,Brevin Jordan,HOU,10,21,TE,TE48,null,null,null,null,null,403
458,21169,Malik Taylor,GB,13,26,WR,WR193,null,null,null,null,null,404
459,22544,Pooka Williams Jr.,CIN,10,22,RB,RB119,null,null,null,null,null,405
460,22572,Dax Milne,WAS,9,22,WR,WR194,null,null,null,null,null,406
461,22608,Seth Williams,DEN,11,23,WR,WR195,null,null,null,null,null,407
462,19304,Pharaoh Brown,HOU,10,27,TE,TE49,null,null,null,null,null,408
463,19041,Jake Elliott,PHI,14,27,K,K25,null,null,null,null,null,409
464,20282,Ryan Santoso,CAR,7,26,K,K26,null,null,null,null,null,410
465,18811,Mitchell Trubisky,BUF,7,27,QB,QB44,null,null,null,null,null,411
466,22908,Evan McPherson,CIN,10,22,K,K27,null,null,null,null,null,412
467,19072,Alex Armah,NO,null,27,FB,RB120,413,413,413,413,413,413
468,22418,Tommy Hudson,TEN,13,25,TE,TE50,null,null,null,null,null,414
469,18735,Sam Ficken,TEN,13,29,K,K28,null,null,null,null,null,415
470,16933,James O'Shaughnessy,JAX,10,30,TE,TE51,null,null,null,null,null,416
471,20931,Drew Sample,CIN,10,26,TE,TE52,null,null,null,null,null,417
472,16931,Nick Boyle,BAL,8,29,TE,TE53,null,null,null,null,null,418
473,20964,Darwin Thompson,TB,null,25,RB,RB121,419,419,419,419,419,419
474,16816,Maxx Williams,ARI,12,28,TE,TE54,null,null,null,null,null,420
475,21349,Ashton Dulin,IND,14,24,WR,WR196,null,null,null,null,null,421
476,19281,Jacob Hollister,JAX,8,28,TE,TE55,null,null,null,null,null,422
477,21738,Juwan Johnson,NO,6,25,TE,TE56,null,null,null,null,null,423
478,22703,Matt Ammendola,NYJ,null,25,K,K29,424,424,424,424,424,424
479,17005,Geoff Swaim,TEN,13,28,TE,TE57,null,null,null,null,null,425
480,22677,Mekhi Sargent,TEN,7,24,RB,RB122,null,null,null,null,null,426
481,20884,Foster Moreau,LV,8,24,TE,TE58,null,null,null,null,null,427
482,18115,Derek Watt,PIT,7,29,FB,RB123,null,null,null,null,null,428
483,21114,Austin Seibert,DET,9,25,K,K30,null,null,null,null,null,429
484,21071,Greg Dortch,ARI,12,23,WR,WR197,null,null,null,null,null,430
485,17218,DeAndre Carter,WAS,7,29,WR,WR198,null,null,null,null,null,431
486,20361,Ross Dwelley,SF,6,27,TE,TE59,null,null,null,null,null,432
487,21718,Joe Reed,LAC,null,24,WR,WR199,433,433,433,433,433,433
488,21758,KJ Hill Jr.,LAC,null,24,WR,WR200,null,null,null,null,null,434
489,15247,Darren Fells,DET,null,36,TE,TE60,null,null,null,null,null,435
490,20886,Stanley Morgan,CIN,10,25,WR,WR201,null,null,null,null,null,436
491,20318,Buddy Howell,LAR,null,26,RB,RB124,437,437,437,437,437,437
492,22823,Kylen Granson,IND,14,24,TE,TE61,null,null,null,null,null,438
493,22514,Kenny Yeboah,NYJ,6,23,TE,TE62,null,null,null,null,null,439
494,22683,Jacob Harris,LAR,11,25,WR,WR202,null,null,null,null,null,440
495,22494,Kyle Trask,TB,9,24,QB,QB45,null,null,null,null,null,441
496,16928,Michael Burton,KC,12,30,FB,RB125,null,null,null,null,null,442
497,18931,Adam Shaheen,MIA,14,27,TE,TE63,null,null,null,null,null,443
498,21819,Bryce Perkins,LAR,11,25,QB,QB46,null,null,null,null,null,444
499,19910,Ian Thomas,CAR,null,25,TE,TE64,445,445,445,445,445,445
500,18645,Aldrick Rosas,NO,9,27,K,K31,null,null,null,null,null,446
501,23075,Chris Naggar,CLE,7,24,K,K32,null,null,null,null,null,447
502,19023,Mack Hollins,MIA,8,28,WR,WR203,null,null,null,null,null,448
503,18018,Jacoby Brissett,MIA,13,29,QB,QB47,null,null,null,null,null,449
504,21519,Joey Slye,HOU,9,26,K,K33,null,null,null,null,null,450
505,20957,Tommy Sweeney,BUF,7,26,TE,TE65,null,null,null,null,null,451
506,22310,Gabe Nabers,LAC,7,24,FB,RB126,null,null,null,null,null,452
507,20974,Kahale Warring,BUF,7,25,TE,TE66,null,null,null,null,null,453
508,22509,Hunter Long,MIA,14,23,TE,TE67,null,null,null,null,null,454
509,19972,Mike White,NYJ,6,27,QB,QB48,null,null,null,null,null,455
510,3061,Marcedes Lewis,GB,13,37,TE,TE68,null,null,null,null,null,456
511,21295,Nsimba Webster,CHI,10,26,WR,WR204,null,null,null,null,null,457
512,17762,Chris Manhertz,JAX,7,30,TE,TE69,null,null,null,null,null,458
513,20952,Jace Sternberger,GB,7,25,TE,TE70,null,null,null,null,null,459
514,21263,Trenton Irwin,CIN,10,26,WR,WR205,null,null,null,null,null,460
515,19943,Durham Smythe,MIA,14,26,TE,TE71,null,null,null,null,null,461
516,19200,C.J. Board,NYG,null,28,WR,WR206,462,462,462,462,462,462
517,19850,Mason Rudolph,PIT,7,26,QB,QB49,null,null,null,null,null,463
518,21810,Tyler Huntley,BAL,8,24,QB,QB50,null,null,null,null,null,464
519,611,Joe Flacco,PHI,6,37,QB,QB51,null,null,null,null,null,465
520,19176,Darrell Daniels,ARI,null,27,TE,TE72,466,466,466,466,466,466
521,22512,Tre' McKitty,LAC,7,23,TE,TE73,null,null,null,null,null,467
522,21817,Kellen Mond,MIN,7,22,QB,QB52,null,null,null,null,null,468
523,21158,Matt Sokol,JAX,9,26,TE,TE74,null,null,null,null,null,469
524,21771,Devin Asiasi,NE,14,24,TE,TE75,null,null,null,null,null,470
525,14985,Ryan Griffin,NYJ,10,32,TE,TE76,null,null,null,null,null,471
526,20779,Will Grier,DAL,7,27,QB,QB53,null,null,null,null,null,472
527,7651,Matthew Slater,NE,14,36,WR,WR207,null,null,null,null,null,473
528,21795,Luke Farrell,JAX,7,24,TE,TE77,null,null,null,null,null,474
529,20946,Kaden Smith,NYG,null,25,TE,TE78,475,475,475,475,475,475
530,14967,Le'Veon Bell,BAL,null,30,RB,RB127,476,476,476,476,476,476
531,18617,Elijhaa Penny,NYG,10,28,RB,RB128,null,null,null,null,null,477
532,21683,Hunter Bryant,DET,null,23,TE,TE79,null,null,null,null,null,478
533,19779,Brandon Zylstra,CAR,13,29,WR,WR208,null,null,null,null,null,479
534,19191,P.J. Walker,CAR,13,27,QB,QB54,null,null,null,null,null,480
535,22206,Reggie Gilliam,BUF,7,24,FB,RB129,null,null,null,null,null,481
536,20487,Brandon Powell,MIA,11,26,WR,WR209,null,null,null,null,null,482
537,19330,Nick Mullens,CLE,8,27,QB,QB55,null,null,null,null,null,483
538,21723,James Proche II,BAL,8,25,WR,WR210,null,null,null,null,null,484
539,12982,Blaine Gabbert,TB,9,32,QB,QB56,null,null,null,null,null,485
540,22527,A.J. Rose Jr.,MIN,7,24,RB,RB130,null,null,null,null,null,486
541,18118,Brandon Allen,CIN,10,29,QB,QB57,null,null,null,null,null,487
542,21785,Noah Gray,KC,12,23,TE,TE80,null,null,null,null,null,488
543,21678,Brycen Hopkins,LAR,11,25,TE,TE81,null,null,null,null,null,489
544,2405,Chad Henne,KC,12,36,QB,QB58,null,null,null,null,null,490
545,19079,Zane Gonzalez,DET,null,26,K,K34,491,491,491,491,491,491
546,21798,Josiah Deguara,GB,13,25,TE,TE82,null,null,null,null,null,492
547,12787,Nick Bellore,SEA,9,32,FB,RB131,null,null,null,null,null,493
548,20703,John Wolford,LAR,11,26,QB,QB59,null,null,null,null,null,494
549,20899,Josh Oliver,BAL,8,25,TE,TE83,null,null,null,null,null,495
550,21849,Caleb Huntley,ATL,null,23,RB,RB132,496,496,496,496,496,496
551,22662,Tommy Tremble,CAR,13,21,TE,TE84,null,null,null,null,null,497
552,13887,Travis Benjamin,SF,null,32,WR,WR211,498,498,498,498,498,498
553,18093,Andy Janovich,CLE,10,28,FB,RB133,null,null,null,null,null,499
554,18973,C.J. Beathard,JAX,7,28,QB,QB60,null,null,null,null,null,500
555,20053,Kyle Allen,WAS,10,26,QB,QB61,null,null,null,null,null,501
556,22498,Feleipe Franks,ATL,6,24,QB,QB62,null,null,null,null,null,502
557,14828,Chris Hogan,NO,null,34,WR,WR212,503,503,503,503,503,503
558,20506,Tanner Hudson,SF,6,27,TE,TE85,null,null,null,null,null,504
559,22497,Ian Book,NO,6,24,QB,QB63,null,null,null,null,null,505
560,19335,Antony Auclair,HOU,10,28,TE,TE86,null,null,null,null,null,506
561,19410,Ricky Seals-Jones,WAS,10,27,TE,TE87,null,null,null,null,null,507
562,21955,Thaddeus Moss,CIN,10,23,TE,TE88,null,null,null,null,null,508
563,21161,Brandon Dillon,MIN,6,25,TE,TE89,null,null,null,null,null,509
564,15305,Demetrius Harris,ARI,null,30,TE,TE90,510,510,510,510,510,510
565,22657,John Bates,WAS,9,24,TE,TE91,null,null,null,null,null,511
566,15974,Jordan Matthews,SF,6,29,TE,TE92,null,null,null,null,null,512
567,22548,Gerrid Doaks,MIA,14,23,RB,RB134,null,null,null,null,null,513
568,15201,Mike Glennon,NYG,null,32,QB,QB64,514,514,514,514,514,514
569,16903,MyCole Pruitt,TEN,null,30,TE,TE93,515,515,515,515,515,515
570,16920,Jesse James,CHI,null,27,TE,TE94,516,516,516,516,516,516
571,19461,Cooper Rush,DAL,7,28,QB,QB65,null,null,null,null,null,517
572,21962,Malcolm Perry,NE,14,25,RB,RB135,null,null,null,null,null,518
573,17219,Daniel Brown,NYJ,null,29,TE,TE95,519,519,519,519,519,519
574,8358,Brian Hoyer,NE,14,36,QB,QB66,null,null,null,null,null,520
575,20055,Logan Woodside,TEN,13,27,QB,QB67,null,null,null,null,null,521
576,22915,Sammis Reyes,WAS,9,26,TE,TE96,null,null,null,null,null,522
577,15640,Derek Carrier,LV,null,31,TE,TE97,523,523,523,523,523,523
578,20191,Godwin Igwebuike,DET,9,27,RB,RB136,null,null,null,null,null,524
579,16878,Blake Bell,KC,12,30,TE,TE98,null,null,null,null,null,525
580,9902,Chase Daniel,LAC,7,35,QB,QB68,null,null,null,null,null,526
581,14895,Geno Smith,SEA,9,31,QB,QB69,null,null,null,null,null,527
582,11047,Colt McCoy,ARI,12,35,QB,QB70,null,null,null,null,null,528
583,21277,David Blough,DET,9,26,QB,QB71,null,null,null,null,null,529
584,19035,Eric Saubert,DEN,null,28,TE,TE99,530,530,530,530,530,530
585,19064,Trent Taylor,CIN,10,28,WR,WR213,null,null,null,null,null,531
586,19165,Johnny Mundt,LAR,7,27,TE,TE100,null,null,null,null,null,532
587,22477,Dominique Dafney,GB,13,24,TE,TE101,null,null,null,null,null,533
588,21100,Jakob Johnson,NE,8,27,FB,RB137,null,null,null,null,null,534
589,21866,Chris Streveler,ARI,14,27,QB,QB72,null,null,null,null,null,535
590,18262,Stephen Anderson,LAC,12,29,TE,TE102,null,null,null,null,null,536
591,20795,Dwayne Haskins,PIT,null,25,QB,QB73,null,null,null,null,null,537
592,18498,J.P. Holtz,CHI,6,28,TE,TE103,null,null,null,null,null,538
593,22119,Charlie Woerner,SF,6,24,TE,TE104,null,null,null,null,null,539
594,18073,Jonathan Williams,WAS,null,28,RB,RB138,540,540,540,540,540,540
595,21227,Andrew Beck,DEN,11,25,TE,TE105,null,null,null,null,null,541
596,15694,Case Keenum,CLE,7,34,QB,QB74,null,null,null,null,null,542
597,21782,Jonathan Ward,ARI,12,24,RB,RB139,null,null,null,null,null,543
598,19067,Jeremy Sprinkle,DAL,7,27,TE,TE106,null,null,null,null,null,544
599,22340,Matt Cole,NYG,9,25,WR,WR214,null,null,null,null,null,545
600,19763,Josh Rosen,ATL,null,25,QB,QB75,546,546,546,546,546,546
601,20984,Dexter Williams,NYG,13,25,RB,RB140,null,null,null,null,null,547
602,13723,Nick Foles,CHI,10,33,QB,QB76,null,null,null,null,null,548
603,18716,Garrett Griffin,NO,9,28,TE,TE107,null,null,null,null,null,549
604,19075,Mason Schreck,CIN,10,28,TE,TE108,null,null,null,null,null,550
605,22276,DeMichael Harris,IND,14,23,WR,WR215,null,null,null,null,null,551
606,20954,Jarrett Stidham,NE,14,25,QB,QB77,null,null,null,null,null,552
607,22667,Zach Davidson,MIN,7,23,TE,TE109,null,null,null,null,null,553
608,21856,Scottie Phillips,HOU,10,24,RB,RB141,null,null,null,null,null,554
609,18152,Dwayne Washington,NO,6,28,RB,RB142,null,null,null,null,null,555
610,22205,Antonio Williams,BUF,10,24,RB,RB143,null,null,null,null,null,556
611,12777,Lee Smith,ATL,null,34,TE,TE110,557,557,557,557,557,557
612,20977,Trevon Wesco,NYJ,6,26,TE,TE111,null,null,null,null,null,558
613,22284,Ben Ellefson,MIN,7,25,TE,TE112,null,null,null,null,null,559
614,21828,Jake Fromm,BUF,10,23,QB,QB78,null,null,null,null,null,560
615,19358,Gehrig Dieter,KC,12,29,WR,WR216,null,null,null,null,null,561
616,20904,Devine Ozigbo,JAX,14,25,RB,RB144,null,null,null,null,null,562
617,21178,Jason Moore Jr.,LAC,7,26,WR,WR217,null,null,null,null,null,563
618,20106,Ryan Nall,CHI,7,26,RB,RB145,null,null,null,null,null,564
619,21764,Jason Huntley,PHI,14,24,RB,RB146,null,null,null,null,null,565
620,22441,Nathan Cottrell,JAX,7,25,RB,RB147,null,null,null,null,null,566
621,20770,Zach Gentry,PIT,7,25,TE,TE113,null,null,null,null,null,567
622,21240,Damarea Crockett,DEN,11,24,RB,RB148,null,null,null,null,null,568
623,21072,Keelan Doss,ATL,null,26,WR,WR218,null,null,null,null,null,569
624,18896,Cyril Grayson Jr.,TB,9,28,WR,WR219,null,null,null,null,null,570
625,20075,Josh Adams,NYJ,6,25,RB,RB149,null,null,null,null,null,571
626,22244,Ja'Marcus Bradley,CLE,13,25,WR,WR220,null,null,null,null,null,572
627,19755,River Cracraft,SF,14,27,WR,WR221,null,null,null,null,null,573
628,11694,Nick Folk,NE,14,37,K,K35,null,null,null,null,null,574
629,16768,Kevin White,NO,6,28,WR,WR222,null,null,null,null,null,575
630,21737,Tyrie Cleveland,DEN,11,24,WR,WR223,null,null,null,null,null,576
631,21211,Patrick Laird,MIA,14,26,RB,RB150,null,null,null,null,null,577
632,20149,Eddy Piñeiro,WAS,6,26,K,K36,null,null,null,null,null,578
633,17223,Eric Tomlinson,BAL,11,30,TE,TE114,null,null,null,null,null,579
634,13063,Taiwan Jones,BUF,7,33,RB,RB151,null,null,null,null,null,580
635,20071,Keith Kirkwood,CAR,13,27,WR,WR224,null,null,null,null,null,581
636,21818,Shane Buechele,KC,12,24,QB,QB79,null,null,null,null,null,582
637,17415,Matt LaCosse,NE,null,29,TE,TE115,null,null,null,null,null,583
638,21126,Cullen Gillaspia,NYG,10,26,FB,RB152,null,null,null,null,null,584
639,22213,Kendall Hinton,DEN,11,25,WR,WR225,null,null,null,null,null,585
640,19219,Cethan Carter,MIA,14,26,TE,TE116,null,null,null,null,null,586
641,20295,Vyncint Smith,NYJ,9,25,WR,WR226,null,null,null,null,null,587
642,19184,JoJo Natson,CLE,null,28,WR,WR227,588,588,588,588,588,588
643,22661,Jack Stoll,PHI,14,24,TE,TE117,null,null,null,null,null,589
644,20812,Jesper Horsted,CHI,10,25,TE,TE118,null,null,null,null,null,590
645,20134,Kevin Rader,PIT,7,27,TE,TE119,null,null,null,null,null,591
646,20332,Deon Yelder,TB,12,27,TE,TE120,null,null,null,null,null,592
647,19542,Colin Thompson,CAR,13,28,TE,TE121,null,null,null,null,null,593
648,21676,Jared Pinkney,DET,9,24,TE,TE122,null,null,null,null,null,594
649,22146,Ben DiNucci,DAL,7,25,QB,QB80,null,null,null,null,null,595
650,22658,Shaun Beyer,DEN,11,25,TE,TE123,null,null,null,null,null,596
651,20953,Easton Stick,LAC,7,26,QB,QB81,null,null,null,null,null,597
652,3341,Calais Campbell,BAL,8,35,DE,DL1,598,598,598,598,598,598
653,8355,Julian Edelman,NE,null,35,WR,WR228,599,599,599,599,599,599
654,8550,Jason McCourty,MIA,null,34,CB,DB1,600,600,600,600,600,600
655,9196,Malcolm Jenkins,NO,null,34,SS,DB2,601,601,601,601,601,601
656,10928,Chris Johnson,NYG,null,42,CB,DB3,602,602,602,602,602,602
657,10978,Devin McCourty,NE,14,34,SS,DB4,603,603,603,603,603,603
658,11023,Carlos Dunlap II,SEA,null,33,DE,DL2,604,604,604,604,604,604
659,11043,Joe Haden,PIT,7,33,CB,DB5,605,605,605,605,605,605
660,11105,Kareem Jackson,DEN,11,34,SS,DB6,606,606,606,606,606,606
661,11132,Jerry Hughes,BUF,null,33,DE,DL3,607,607,607,607,607,607
662,11151,Tyson Alualu,PIT,7,34,DE,DL4,608,608,608,608,608,608
663,11196,Tim Tebow,JAX,null,34,TE,TE124,609,609,609,609,609,609
664,11302,Linval Joseph,LAC,null,33,DT,DL5,610,610,610,610,610,610
665,11315,Brandon Graham,PHI,14,34,DE,DL6,611,611,611,611,611,611
666,11382,Ndamukong Suh,TB,null,35,NT,DL7,612,612,612,612,612,612
667,11414,Everson Griffen,MIN,null,34,DE,DL8,613,613,613,613,613,613
668,11437,Corey Peters,ARI,null,33,DT,DL9,614,614,614,614,614,614
669,11493,Patrick Robinson,NO,null,34,CB,DB7,615,615,615,615,615,615
670,11514,Gerald McCoy,LV,null,34,DT,DL10,616,616,616,616,616,616
671,11767,Steve McLendon,TB,null,36,NT,DL11,617,617,617,617,617,617
672,12247,Jason Pierre-Paul,TB,null,33,OLB,LB1,618,618,618,618,618,618
